diputadoID,nombre,distrito
1600,"Del CERRO, Gonzalo Pedro Antonio",Santa Fe
1601,"Del PLÁ, Romina",Buenos Aires
1602,"DELÚ, Melina Aida",La Pampa
1603,"DERNA, Verónica",Misiones
1604,"ENRIQUEZ, Jorge Ricardo",Cdad.Aut.Bs.As.
1605,"ESPINOZA, Fernando",Buenos Aires
1606,"FERNANDEZ LANGAN, Ezequiel",Buenos Aires
1607,"FERNANDEZ PATRI, Gustavo Ramiro",Formosa
1608,"FERNANDEZ, Carlos Alberto",Buenos Aires
1609,"FILMUS, Daniel",Cdad.Aut.Bs.As.
1610,"FLORES, Danilo Adrián",La Rioja
1611,"FREGONESE, Alicia",Entre Ríos
1612,"FRIZZA, Gabriel Alberto",Córdoba
1613,"GARCIA, Alejandro",Cdad.Aut.Bs.As.
1614,"GINOCCHIO, Silvana Micaela",Catamarca
1615,"GOICOECHEA, Horacio",Chaco
1616,"GRANDE, Martín",Salta
1617,"HUMMEL, Astrid",Santa Fe
1618,"INFANTE, Hugo Orlando",Santiago del Estero
1619,"LACOSTE, Jorge Enrique",Entre Ríos
1620,"LEAVY, Sergio Napoleón",Salta
1621,"LEHMANN, María Lucila",Santa Fe
1622,"LLARYORA, Martín Miguel",Córdoba
1623,"LÓPEZ, Juan Manuel",Cdad.Aut.Bs.As.
1624,"MACHA, Mónica",Buenos Aires
1625,"MARTIARENA, José Luis",Jujuy
1626,"MATZEN, Lorena",Rio Negro
1627,"MEDINA, Gladys",Tucumán
1628,"MEDINA, Martín Nicolás",Buenos Aires
1629,"MENDOZA, Josefina",Buenos Aires
1630,"MENNA, Gustavo",Chubut
1631,"MONALDI, Osmar",Jujuy
1632,"MONTENEGRO, Guillermo Tristán",Buenos Aires
1633,"MORALES, Flavia",Misiones
1634,"MOSQUEDA, Juan",Chaco
1635,"MUÑOZ, Rosa Rosario",Chubut
1636,"NAJUL, Claudia Inés",Mendoza
1637,"OLIVETO LAGO, Paula Mariana",Cdad.Aut.Bs.As.
1638,"PERTILE, Elda",Chaco
1639,"PICCOLOMINI, María Carla",Buenos Aires
1640,"POLLEDO, Carmen",Cdad.Aut.Bs.As.
1641,"QUETGLAS, Fabio José",Buenos Aires
1642,"RAMÓN, José Luis",Mendoza
1643,"RAUSCHENBERGER, Ariel",La Pampa
1644,"REGIDOR BELLEDONE, Estela Mercedes",Corrientes
1645,"REYES, Roxana Nahir",Santa Cruz
1646,"RODENAS, Alejandra",Santa Fe
1647,"ROMERO, Jorge Antonio",Corrientes
1648,"ROSSO, Victoria",San Luis
1649,"RUSSO, Laura",Buenos Aires
1650,"SAADI, Gustavo Arturo",Catamarca
1651,"SAHAD, Julio Enrique",La Rioja
1652,"SALVAREZZA, Roberto",Buenos Aires
1653,"SAPAG, Alma «Chani»",Neuquén
1654,"SCHLERETH, David Pablo",Neuquén
1655,"SIERRA, Magdalena",Buenos Aires
1656,"SILEY, Vanesa",Buenos Aires
1657,"STEFANI, Héctor Antonio",Tierra del Fuego
1658,"SUAREZ LASTRA, Facundo",Cdad.Aut.Bs.As.
1659,"VALLEJOS, María Fernanda",Buenos Aires
1660,"VALLONE, Andres Alberto",San Luis
1661,"VAZQUEZ, Juan Benedicto",Santa Cruz
1662,"VIGO, Alejandra María",Córdoba
1663,"VILLA, Natalia Soledad",Buenos Aires
1664,"WELLBACH, Ricardo",Misiones
1665,"YASKY, Hugo",Buenos Aires
1666,"YEDLIN, Pablo Raúl",Tucumán
1667,"ZAMARBIDE, Federico Raùl",Mendoza
1668,"ZAMORA, Claudia",Santiago del Estero
1669,"ALONSO, Laura Valeria",Buenos Aires
1670,"DEL CAÑO, Nicolás",Buenos Aires
1671,"SCIOLI, Daniel Osvaldo",Buenos Aires
1672,"ALENDE, Oscar Eduardo",Buenos Aires
1673,"KAMMERATH, Germán Luis",Córdoba
1674,"RODRIGUEZ GIAVARINI, Adalberto",Cdad.Aut.Bs.As.
1675,"#, Legislador a Designar",Salta
1676,"#, Legislador a Designar",Tierra del Fuego
65,"ALSOGARAY, Alvaro Carlos",Cdad.Aut.Bs.As.
1677,"LUNA, Hernán Daniel",Buenos Aires
1678,"AUAD, Oscar Said",Tucumán
,,
1679,"RICCI, Nadia Lorena",Santa Cruz
1680,"BRAGAGNOLO, Sebastián",Mendoza
1584,"AVILA, Beatriz Luisa",Tucumán
1681,"ASENCIO, Fernando",Buenos Aires
